"","Competition_Name","Gender","Country","Season_End_Year","Squad","Team_or_Opponent","Num_Players","Mins_Per_90","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP"
"11","La Liga","M","ESP",2022,"Granada","team",32,38,10582,14889,71.1,199289,81817,4550,5400,84.3,4234,5295,80,1460,3218,45.4,28,26.7,25.9,1.3,306,840,205,82,1047
"12","La Liga","M","ESP",2022,"Levante","team",31,38,12584,16422,76.6,226757,88940,5742,6544,87.7,4982,5929,84,1501,2917,51.5,34,31.7,25.8,2.3,318,968,254,63,1343
"13","La Liga","M","ESP",2022,"Mallorca","team",33,38,11046,15023,73.5,194935,82006,5149,6054,85.1,4101,5153,79.6,1312,2691,48.8,23,25.7,28.3,-2.7,303,806,235,64,1129
"14","La Liga","M","ESP",2022,"Osasuna","team",29,38,11904,16522,72,228055,96276,5076,6144,82.6,4756,6063,78.4,1702,3278,51.9,23,22.9,27.6,0.1,297,1099,298,124,1328
"15","La Liga","M","ESP",2022,"Rayo Vallecano","team",28,38,12747,16933,75.3,237761,93060,5524,6408,86.2,5119,6188,82.7,1719,3277,52.5,28,30.7,35.8,-2.7,359,1012,267,109,1312
"16","La Liga","M","ESP",2022,"Real Madrid","team",31,38,21373,24517,87.2,355560,112655,10630,11395,93.3,7948,8751,90.8,1987,2902,68.5,59,50.7,55.1,8.3,526,1694,455,57,2078
"17","La Liga","M","ESP",2022,"Real Sociedad","team",32,38,15403,19304,79.8,269268,98185,6964,7887,88.3,6383,7429,85.9,1569,2800,56,22,32.9,35,-10.9,313,1067,315,69,1462
"18","La Liga","M","ESP",2022,"Sevilla","team",33,38,18327,22234,82.4,341688,109518,7686,8529,90.1,7941,8940,88.8,2275,3745,60.7,40,32.5,34.6,7.5,342,1207,305,112,1596
"19","La Liga","M","ESP",2022,"Valencia","team",34,38,9627,13777,69.9,187440,77723,3923,4782,82,3835,4951,77.5,1506,3098,48.6,30,25.4,27.4,4.6,288,900,256,75,1202
"20","La Liga","M","ESP",2022,"Villarreal","team",29,38,16679,20401,81.8,294002,103203,7388,8290,89.1,7135,8109,88,1669,2743,60.8,51,50.9,49.9,0.1,363,1278,349,66,1698
"21","La Liga","M","ESP",2022,"vs Alavés","opponent",33,38,15404,19908,77.4,272347,102045,7074,8103,87.3,5979,7189,83.2,1768,3310,53.4,48,42,47,6,384,1127,342,92,1568
"22","La Liga","M","ESP",2022,"vs Athletic Club","opponent",26,38,14696,18950,77.6,278283,100413,6260,7140,87.7,5962,7115,83.8,2048,3642,56.2,26,27.7,31.5,-1.7,332,1026,253,82,1379
"23","La Liga","M","ESP",2022,"vs Atlético Madrid","opponent",26,38,14882,18803,79.1,269373,93187,6571,7450,88.2,6101,7135,85.5,1763,3155,55.9,28,20.8,21.6,7.2,250,1068,187,47,1320
"24","La Liga","M","ESP",2022,"vs Barcelona","opponent",38,38,10460,13908,75.2,191240,80066,4733,5441,87,3959,4789,82.7,1381,2671,51.7,27,24.7,23.3,2.3,265,750,214,60,938
"25","La Liga","M","ESP",2022,"vs Betis","opponent",31,38,13052,16934,77.1,232630,89082,5986,6800,88,5058,6097,83,1531,2849,53.7,29,30.2,31,-1.2,308,1011,253,79,1375
"26","La Liga","M","ESP",2022,"vs Celta Vigo","opponent",25,38,12362,16708,74,227784,91488,5369,6407,83.8,4961,6088,81.5,1613,3048,52.9,29,28.7,27.2,0.3,293,989,257,80,1251
"27","La Liga","M","ESP",2022,"vs Cádiz","opponent",33,38,16729,20783,80.5,292201,107898,7875,8901,88.5,6714,7838,85.7,1663,2923,56.9,31,30.4,35,0.6,357,1481,336,92,1805
"28","La Liga","M","ESP",2022,"vs Elche","opponent",28,38,14329,18212,78.7,256254,92494,6340,7186,88.2,5813,6829,85.1,1633,2988,54.7,41,41.7,38.2,-0.7,372,1095,327,109,1477
"29","La Liga","M","ESP",2022,"vs Espanyol","opponent",34,38,15516,19314,80.3,275016,98608,7112,7983,89.1,6148,7212,85.2,1748,2957,59.1,39,36.7,43.5,2.3,367,1282,378,102,1705
"30","La Liga","M","ESP",2022,"vs Getafe","opponent",31,38,16725,21156,79.1,307501,104030,7102,8082,87.9,6938,8090,85.8,2111,3622,58.3,30,27.4,29.1,2.6,299,1096,270,78,1521
"31","La Liga","M","ESP",2022,"vs Granada","opponent",32,38,14611,18856,77.5,263943,98808,6498,7472,87,5971,7050,84.7,1731,3199,54.1,46,44.6,41.8,1.4,426,1217,347,111,1611
"32","La Liga","M","ESP",2022,"vs Levante","opponent",31,38,14699,18611,79,255582,93473,7006,7884,88.9,5539,6557,84.5,1615,3015,53.6,59,41.2,41.1,17.8,393,1056,300,69,1448
"33","La Liga","M","ESP",2022,"vs Mallorca","opponent",33,38,14388,18463,77.9,256615,94635,6448,7397,87.2,5850,6917,84.6,1606,3001,53.5,40,33.8,36.9,6.2,329,1078,316,107,1379
"34","La Liga","M","ESP",2022,"vs Osasuna","opponent",29,38,14630,19149,76.4,258592,91704,6586,7550,87.2,5894,7112,82.9,1602,3263,49.1,37,32.5,31,4.5,335,1016,271,70,1330
"35","La Liga","M","ESP",2022,"vs Rayo Vallecano","opponent",28,38,12928,17259,74.9,235500,96786,5832,6766,86.2,5108,6181,82.6,1591,3174,50.1,33,34.7,33.7,-1.7,313,1058,267,63,1330
"36","La Liga","M","ESP",2022,"vs Real Madrid","opponent",31,38,13258,16452,80.6,234875,88823,6260,6951,90.1,5038,5817,86.6,1529,2706,56.5,20,32.2,33.4,-12.2,319,1027,246,77,1257
"37","La Liga","M","ESP",2022,"vs Real Sociedad","opponent",32,38,12311,16279,75.6,222084,82705,5444,6285,86.6,4887,5872,83.2,1509,2989,50.5,28,28.1,29.8,-0.1,318,949,246,75,1206
"38","La Liga","M","ESP",2022,"vs Sevilla","opponent",33,38,11300,15095,74.9,204753,79517,5021,5924,84.8,4475,5445,82.2,1367,2778,49.2,19,25,29.4,-6,298,900,239,67,1182
"39","La Liga","M","ESP",2022,"vs Valencia","opponent",34,38,13730,17920,76.6,244102,96311,6345,7234,87.7,5254,6418,81.9,1618,3095,52.3,34,32.3,30.7,1.7,330,1061,275,77,1392
"40","La Liga","M","ESP",2022,"vs Villarreal","opponent",29,38,11881,15636,76,216502,79444,5234,5996,87.3,4744,5663,83.8,1462,2897,50.5,20,30.2,28.2,-10.2,294,894,229,80,1095
